product_id,branch_id,opening_stock,reorder_level,safety_stock,max_stock,current_stock,warehouse_bin,product_name,category,machine_type,brand,model_compatibility,unit_cost,unit_price,margin_percentage,gst_rate,weight_kg,dimensions_cm,material_type,warranty_months,reorder_level_product,safety_stock_product,max_stock_level,lead_time_days,criticality_level,usage_frequency,uom,last_purchase_price,last_purchase_date,branch_name,city,state,region,warehouse_type,warehouse_capacity,service_center_available,manager_id,total_employees,avg_monthly_revenue,monthly_operational_cost,market_demand_index,inventory_value,stock_status
P013,AHM001,84,25,22,150,98687,E04,Seal Kit SK-15,Seals,Excavator,CAT,CAT 320D,950,1450,52.6,18,0.6,15x10x6,rubber,6,80,40,200,9,Medium,High,set,920,19/12/2022,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,93752650,Overstock
P014,DEL001,203,72,44,384,111321,B15,Transmission Assembly TA-800,Transmission,Bulldozer,Volvo,Volvo D8,68500,83500,21.8,28,260.0,190x60x55,steel,24,4,2,12,35,High,Low,set,67000,05/03/2023,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,7625488500,Overstock
P014,PUN001,87,33,20,164,113386,E17,Transmission Assembly TA-800,Transmission,Bulldozer,Volvo,Volvo D8,68500,83500,21.8,28,260.0,190x60x55,steel,24,4,2,12,35,High,Low,set,67000,05/03/2023,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,7766941000,Overstock
P014,CHN001,157,60,40,303,114302,F14,Transmission Assembly TA-800,Transmission,Bulldozer,Volvo,Volvo D8,68500,83500,21.8,28,260.0,190x60x55,steel,24,4,2,12,35,High,Low,set,67000,05/03/2023,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,7829687000,Overstock
P014,HYD001,200,71,50,377,111315,C17,Transmission Assembly TA-800,Transmission,Bulldozer,Volvo,Volvo D8,68500,83500,21.8,28,260.0,190x60x55,steel,24,4,2,12,35,High,Low,set,67000,05/03/2023,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,7625077500,Overstock
P014,KOL001,268,106,60,519,105994,D06,Transmission Assembly TA-800,Transmission,Bulldozer,Volvo,Volvo D8,68500,83500,21.8,28,260.0,190x60x55,steel,24,4,2,12,35,High,Low,set,67000,05/03/2023,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,7260589000,Overstock
P014,AHM001,108,32,27,171,105345,E07,Transmission Assembly TA-800,Transmission,Bulldozer,Volvo,Volvo D8,68500,83500,21.8,28,260.0,190x60x55,steel,24,4,2,12,35,High,Low,set,67000,05/03/2023,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,7216132500,Overstock
P015,DEL001,223,75,60,387,100967,E12,Engine Block EB-600,Engine,Excavator,Komatsu,Komatsu PC300,95500,119000,24.6,28,320.0,160x70x65,cast iron,24,3,2,8,40,High,Low,piece,94000,17/06/2023,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,9642348500,Overstock
P015,PUN001,134,43,34,210,106048,A13,Engine Block EB-600,Engine,Excavator,Komatsu,Komatsu PC300,95500,119000,24.6,28,320.0,160x70x65,cast iron,24,3,2,8,40,High,Low,piece,94000,17/06/2023,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,10127584000,Overstock
P015,CHN001,239,91,57,370,113851,C20,Engine Block EB-600,Engine,Excavator,Komatsu,Komatsu PC300,95500,119000,24.6,28,320.0,160x70x65,cast iron,24,3,2,8,40,High,Low,piece,94000,17/06/2023,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,10872770500,Overstock
P015,HYD001,149,56,43,226,110035,A16,Engine Block EB-600,Engine,Excavator,Komatsu,Komatsu PC300,95500,119000,24.6,28,320.0,160x70x65,cast iron,24,3,2,8,40,High,Low,piece,94000,17/06/2023,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,10508342500,Overstock
P015,KOL001,292,116,81,508,96547,B18,Engine Block EB-600,Engine,Excavator,Komatsu,Komatsu PC300,95500,119000,24.6,28,320.0,160x70x65,cast iron,24,3,2,8,40,High,Low,piece,94000,17/06/2023,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,9220238500,Overstock
P015,AHM001,85,28,24,131,105135,A13,Engine Block EB-600,Engine,Excavator,Komatsu,Komatsu PC300,95500,119000,24.6,28,320.0,160x70x65,cast iron,24,3,2,8,40,High,Low,piece,94000,17/06/2023,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,10040392500,Overstock
P016,DEL001,242,84,66,434,104189,A02,Radiator RD-250,Cooling,Loader,JCB,JCB 3DX,7800,10200,30.8,18,18.0,90x40x20,copper,12,20,10,60,16,Medium,Medium,piece,7600,28/09/2023,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,812674200,Overstock
P016,PUN001,217,74,47,371,103006,A07,Radiator RD-250,Cooling,Loader,JCB,JCB 3DX,7800,10200,30.8,18,18.0,90x40x20,copper,12,20,10,60,16,Medium,Medium,piece,7600,28/09/2023,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,803446800,Overstock
P016,CHN001,180,71,45,309,112003,C19,Radiator RD-250,Cooling,Loader,JCB,JCB 3DX,7800,10200,30.8,18,18.0,90x40x20,copper,12,20,10,60,16,Medium,Medium,piece,7600,28/09/2023,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,873623400,Overstock
P016,HYD001,103,35,24,177,106040,A01,Radiator RD-250,Cooling,Loader,JCB,JCB 3DX,7800,10200,30.8,18,18.0,90x40x20,copper,12,20,10,60,16,Medium,Medium,piece,7600,28/09/2023,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,827112000,Overstock
P016,KOL001,148,49,32,277,97829,D04,Radiator RD-250,Cooling,Loader,JCB,JCB 3DX,7800,10200,30.8,18,18.0,90x40x20,copper,12,20,10,60,16,Medium,Medium,piece,7600,28/09/2023,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,763066200,Overstock
P016,AHM001,95,33,25,164,110893,D04,Radiator RD-250,Cooling,Loader,JCB,JCB 3DX,7800,10200,30.8,18,18.0,90x40x20,copper,12,20,10,60,16,Medium,Medium,piece,7600,28/09/2023,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,864965400,Overstock
P017,DEL001,243,93,72,479,112971,B15,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,Tata Hitachi EX 110,320,520,62.5,18,0.25,80x3x3,rubber,6,50,25,150,5,Medium,High,piece,310,11/12/2023,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,36150720,Overstock
P017,PUN001,206,63,56,331,104847,F06,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,Tata Hitachi EX 110,320,520,62.5,18,0.25,80x3x3,rubber,6,50,25,150,5,Medium,High,piece,310,11/12/2023,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,33551040,Overstock
P017,CHN001,178,59,45,300,106266,C15,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,Tata Hitachi EX 110,320,520,62.5,18,0.25,80x3x3,rubber,6,50,25,150,5,Medium,High,piece,310,11/12/2023,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,34005120,Overstock
P017,HYD001,88,26,23,172,117058,F05,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,Tata Hitachi EX 110,320,520,62.5,18,0.25,80x3x3,rubber,6,50,25,150,5,Medium,High,piece,310,11/12/2023,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,37458560,Overstock
P017,KOL001,208,72,56,344,108003,B06,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,Tata Hitachi EX 110,320,520,62.5,18,0.25,80x3x3,rubber,6,50,25,150,5,Medium,High,piece,310,11/12/2023,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,34560960,Overstock
P017,AHM001,276,99,82,542,109921,E01,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,Tata Hitachi EX 110,320,520,62.5,18,0.25,80x3x3,rubber,6,50,25,150,5,Medium,High,piece,310,11/12/2023,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,35174720,Overstock
P018,DEL001,282,106,74,508,114627,D12,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,CAT D6R,8200,11300,37.8,28,24.0,70x25x25,steel,12,12,6,30,20,High,Medium,piece,8000,20/02/2024,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,939941400,Overstock
P018,PUN001,155,55,41,293,111530,A10,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,CAT D6R,8200,11300,37.8,28,24.0,70x25x25,steel,12,12,6,30,20,High,Medium,piece,8000,20/02/2024,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,914546000,Overstock
P018,CHN001,283,98,74,564,113318,A15,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,CAT D6R,8200,11300,37.8,28,24.0,70x25x25,steel,12,12,6,30,20,High,Medium,piece,8000,20/02/2024,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,929207600,Overstock
P018,HYD001,210,78,58,322,112953,E13,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,CAT D6R,8200,11300,37.8,28,24.0,70x25x25,steel,12,12,6,30,20,High,Medium,piece,8000,20/02/2024,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,926214600,Overstock
P018,KOL001,161,59,42,284,96607,B03,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,CAT D6R,8200,11300,37.8,28,24.0,70x25x25,steel,12,12,6,30,20,High,Medium,piece,8000,20/02/2024,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,792177400,Overstock
P018,AHM001,262,89,64,438,101420,F08,Wheel Rim WR-24,Undercarriage,Bulldozer,CAT,CAT D6R,8200,11300,37.8,28,24.0,70x25x25,steel,12,12,6,30,20,High,Medium,piece,8000,20/02/2024,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,831644000,Overstock
P019,DEL001,125,37,27,208,118200,D07,Swing Motor SWM-350,Hydraulic,Excavator,Volvo,Volvo EC210,31200,39800,27.6,28,36.0,55x25x25,steel,12,6,3,15,24,High,Medium,piece,30500,03/05/2024,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,3687840000,Overstock
P019,PUN001,116,36,27,207,109388,C04,Swing Motor SWM-350,Hydraulic,Excavator,Volvo,Volvo EC210,31200,39800,27.6,28,36.0,55x25x25,steel,12,6,3,15,24,High,Medium,piece,30500,03/05/2024,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,3412905600,Overstock
P019,CHN001,287,86,66,566,100413,D20,Swing Motor SWM-350,Hydraulic,Excavator,Volvo,Volvo EC210,31200,39800,27.6,28,36.0,55x25x25,steel,12,6,3,15,24,High,Medium,piece,30500,03/05/2024,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,3132885600,Overstock
P019,HYD001,209,81,49,350,100008,D17,Swing Motor SWM-350,Hydraulic,Excavator,Volvo,Volvo EC210,31200,39800,27.6,28,36.0,55x25x25,steel,12,6,3,15,24,High,Medium,piece,30500,03/05/2024,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,3120249600,Overstock
P019,KOL001,92,30,22,141,88853,E11,Swing Motor SWM-350,Hydraulic,Excavator,Volvo,Volvo EC210,31200,39800,27.6,28,36.0,55x25x25,steel,12,6,3,15,24,High,Medium,piece,30500,03/05/2024,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,2772213600,Overstock
P019,AHM001,217,85,46,378,105387,A03,Swing Motor SWM-350,Hydraulic,Excavator,Volvo,Volvo EC210,31200,39800,27.6,28,36.0,55x25x25,steel,12,6,3,15,24,High,Medium,piece,30500,03/05/2024,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,3288074400,Overstock
P020,DEL001,91,31,24,140,104360,A07,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,JCB 3DX,750,1150,53.3,18,0.9,18x6x6,steel,6,90,45,250,8,Medium,High,piece,720,19/07/2024,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,78270000,Overstock
P020,PUN001,80,24,16,140,102734,E12,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,JCB 3DX,750,1150,53.3,18,0.9,18x6x6,steel,6,90,45,250,8,Medium,High,piece,720,19/07/2024,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,77050500,Overstock
P020,CHN001,300,105,84,454,113260,F01,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,JCB 3DX,750,1150,53.3,18,0.9,18x6x6,steel,6,90,45,250,8,Medium,High,piece,720,19/07/2024,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,84945000,Overstock
P020,HYD001,161,64,46,273,102636,A15,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,JCB 3DX,750,1150,53.3,18,0.9,18x6x6,steel,6,90,45,250,8,Medium,High,piece,720,19/07/2024,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,76977000,Overstock
P020,KOL001,182,61,53,355,99570,D07,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,JCB 3DX,750,1150,53.3,18,0.9,18x6x6,steel,6,90,45,250,8,Medium,High,piece,720,19/07/2024,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,74677500,Overstock
P020,AHM001,142,54,28,270,102706,F16,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,JCB 3DX,750,1150,53.3,18,0.9,18x6x6,steel,6,90,45,250,8,Medium,High,piece,720,19/07/2024,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,77029500,Overstock
P021,DEL001,152,59,40,257,115902,F08,Boom Cylinder BC-400,Hydraulic,Excavator,Komatsu,Komatsu PC210,35600,46200,29.8,28,48.0,130x18x18,steel,12,5,3,20,26,High,Medium,piece,35000,30/09/2024,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,4126111200,Overstock
P021,PUN001,159,59,32,287,105385,C11,Boom Cylinder BC-400,Hydraulic,Excavator,Komatsu,Komatsu PC210,35600,46200,29.8,28,48.0,130x18x18,steel,12,5,3,20,26,High,Medium,piece,35000,30/09/2024,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,3751706000,Overstock
P021,CHN001,189,71,40,319,100867,C11,Boom Cylinder BC-400,Hydraulic,Excavator,Komatsu,Komatsu PC210,35600,46200,29.8,28,48.0,130x18x18,steel,12,5,3,20,26,High,Medium,piece,35000,30/09/2024,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,3590865200,Overstock
P021,HYD001,153,56,36,263,99466,F08,Boom Cylinder BC-400,Hydraulic,Excavator,Komatsu,Komatsu PC210,35600,46200,29.8,28,48.0,130x18x18,steel,12,5,3,20,26,High,Medium,piece,35000,30/09/2024,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,3540989600,Overstock
P021,KOL001,280,102,69,485,100829,C14,Boom Cylinder BC-400,Hydraulic,Excavator,Komatsu,Komatsu PC210,35600,46200,29.8,28,48.0,130x18x18,steel,12,5,3,20,26,High,Medium,piece,35000,30/09/2024,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,3589512400,Overstock
P021,AHM001,293,110,60,554,108168,E10,Boom Cylinder BC-400,Hydraulic,Excavator,Komatsu,Komatsu PC210,35600,46200,29.8,28,48.0,130x18x18,steel,12,5,3,20,26,High,Medium,piece,35000,30/09/2024,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,3850780800,Overstock
P022,DEL001,187,68,41,315,110752,E20,Control Valve CV-75,Hydraulic,Excavator,CAT,CAT 320D,12800,16900,32.0,28,7.8,35x25x20,steel,12,10,5,30,18,High,Medium,piece,12500,22/11/2024,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,1417625600,Overstock
P022,PUN001,299,119,60,487,111353,B16,Control Valve CV-75,Hydraulic,Excavator,CAT,CAT 320D,12800,16900,32.0,28,7.8,35x25x20,steel,12,10,5,30,18,High,Medium,piece,12500,22/11/2024,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,1425318400,Overstock
P022,CHN001,138,44,31,227,109061,A02,Control Valve CV-75,Hydraulic,Excavator,CAT,CAT 320D,12800,16900,32.0,28,7.8,35x25x20,steel,12,10,5,30,18,High,Medium,piece,12500,22/11/2024,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,1395980800,Overstock
P022,HYD001,140,46,33,226,112997,F19,Control Valve CV-75,Hydraulic,Excavator,CAT,CAT 320D,12800,16900,32.0,28,7.8,35x25x20,steel,12,10,5,30,18,High,Medium,piece,12500,22/11/2024,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,1446361600,Overstock
P022,KOL001,265,105,65,513,99690,A01,Control Valve CV-75,Hydraulic,Excavator,CAT,CAT 320D,12800,16900,32.0,28,7.8,35x25x20,steel,12,10,5,30,18,High,Medium,piece,12500,22/11/2024,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,1276032000,Overstock
P022,AHM001,156,54,37,254,103495,E03,Control Valve CV-75,Hydraulic,Excavator,CAT,CAT 320D,12800,16900,32.0,28,7.8,35x25x20,steel,12,10,5,30,18,High,Medium,piece,12500,22/11/2024,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,1324736000,Overstock
P023,DEL001,186,73,49,313,113718,B18,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,Volvo D6,9200,12950,40.8,28,21.0,60x25x25,steel,12,6,3,18,20,High,Medium,piece,9000,15/01/2025,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,1046205600,Overstock
P023,PUN001,115,40,26,198,108328,A10,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,Volvo D6,9200,12950,40.8,28,21.0,60x25x25,steel,12,6,3,18,20,High,Medium,piece,9000,15/01/2025,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,996617600,Overstock
P023,CHN001,149,53,40,231,107267,B12,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,Volvo D6,9200,12950,40.8,28,21.0,60x25x25,steel,12,6,3,18,20,High,Medium,piece,9000,15/01/2025,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,986856400,Overstock
P023,HYD001,82,31,16,134,105798,C14,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,Volvo D6,9200,12950,40.8,28,21.0,60x25x25,steel,12,6,3,18,20,High,Medium,piece,9000,15/01/2025,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,973341600,Overstock
P023,KOL001,141,49,30,273,111851,D12,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,Volvo D6,9200,12950,40.8,28,21.0,60x25x25,steel,12,6,3,18,20,High,Medium,piece,9000,15/01/2025,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,1029029200,Overstock
P023,AHM001,238,90,50,434,114558,B10,Idler Wheel IW-55,Undercarriage,Bulldozer,Volvo,Volvo D6,9200,12950,40.8,28,21.0,60x25x25,steel,12,6,3,18,20,High,Medium,piece,9000,15/01/2025,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,1053933600,Overstock
P024,DEL001,280,99,56,469,116412,A17,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,Tata Hitachi EX 200,7400,10300,39.2,28,19.5,55x22x22,steel,12,8,4,22,22,High,Medium,piece,7200,08/03/2025,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,861448800,Overstock
P024,PUN001,128,41,31,232,110555,C02,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,Tata Hitachi EX 200,7400,10300,39.2,28,19.5,55x22x22,steel,12,8,4,22,22,High,Medium,piece,7200,08/03/2025,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,818107000,Overstock
P024,CHN001,119,44,27,204,107215,D14,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,Tata Hitachi EX 200,7400,10300,39.2,28,19.5,55x22x22,steel,12,8,4,22,22,High,Medium,piece,7200,08/03/2025,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,793391000,Overstock
P024,HYD001,273,86,66,415,101998,A14,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,Tata Hitachi EX 200,7400,10300,39.2,28,19.5,55x22x22,steel,12,8,4,22,22,High,Medium,piece,7200,08/03/2025,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,754785200,Overstock
P024,KOL001,155,58,38,242,112198,B18,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,Tata Hitachi EX 200,7400,10300,39.2,28,19.5,55x22x22,steel,12,8,4,22,22,High,Medium,piece,7200,08/03/2025,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,830265200,Overstock
P024,AHM001,268,104,58,425,107810,C07,Track Roller TR-60,Undercarriage,Bulldozer,Tata Hitachi,Tata Hitachi EX 200,7400,10300,39.2,28,19.5,55x22x22,steel,12,8,4,22,22,High,Medium,piece,7200,08/03/2025,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,797794000,Overstock
P025,DEL001,180,54,49,310,109936,F11,Cabin Glass CG-20,Cabin,Excavator,JCB,JCB 3DX,5600,7850,40.2,18,8.0,120x5x2,glass,6,12,6,40,14,Medium,Low,piece,5400,27/04/2025,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,615641600,Overstock
P025,PUN001,191,68,45,300,110083,A15,Cabin Glass CG-20,Cabin,Excavator,JCB,JCB 3DX,5600,7850,40.2,18,8.0,120x5x2,glass,6,12,6,40,14,Medium,Low,piece,5400,27/04/2025,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,616464800,Overstock
P025,CHN001,300,112,85,564,110058,B12,Cabin Glass CG-20,Cabin,Excavator,JCB,JCB 3DX,5600,7850,40.2,18,8.0,120x5x2,glass,6,12,6,40,14,Medium,Low,piece,5400,27/04/2025,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,616324800,Overstock
P025,HYD001,83,26,21,133,113613,B16,Cabin Glass CG-20,Cabin,Excavator,JCB,JCB 3DX,5600,7850,40.2,18,8.0,120x5x2,glass,6,12,6,40,14,Medium,Low,piece,5400,27/04/2025,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,636232800,Overstock
P025,KOL001,290,113,84,499,110579,C08,Cabin Glass CG-20,Cabin,Excavator,JCB,JCB 3DX,5600,7850,40.2,18,8.0,120x5x2,glass,6,12,6,40,14,Medium,Low,piece,5400,27/04/2025,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,619242400,Overstock
P025,AHM001,165,64,44,328,97512,F08,Cabin Glass CG-20,Cabin,Excavator,JCB,JCB 3DX,5600,7850,40.2,18,8.0,120x5x2,glass,6,12,6,40,14,Medium,Low,piece,5400,27/04/2025,Ahmedabad West Hub,Ahmedabad,Gujarat,West,Service Hub,34120 sqft,Yes,4772,63,3245890,2018000,7,546067200,Overstock
P026,DEL001,96,28,22,186,103678,C13,Grease Cartridge GC-5,Lubricants,All,Generic,All Models,180,310,72.2,18,0.45,25x6x6,synthetic,3,200,100,500,4,Low,High,cartridge,170,02/04/2020,Delhi Central,Delhi,Delhi,North,Central,45230 sqft,Yes,9593,92,5234890,3189000,9,18662040,Overstock
P026,PUN001,112,36,33,189,105190,B09,Grease Cartridge GC-5,Lubricants,All,Generic,All Models,180,310,72.2,18,0.45,25x6x6,synthetic,3,200,100,500,4,Low,High,cartridge,170,02/04/2020,Pune Distribution,Pune,Maharashtra,West,Regional,38750 sqft,Yes,6114,74,4389120,2654000,8,18934200,Overstock
P026,CHN001,113,36,33,181,108895,A03,Grease Cartridge GC-5,Lubricants,All,Generic,All Models,180,310,72.2,18,0.45,25x6x6,synthetic,3,200,100,500,4,Low,High,cartridge,170,02/04/2020,Chennai South Hub,Chennai,Tamil Nadu,South,Regional,41890 sqft,Yes,7922,81,4567780,2739000,8,19601100,Overstock
P026,HYD001,203,75,54,314,108348,E17,Grease Cartridge GC-5,Lubricants,All,Generic,All Models,180,310,72.2,18,0.45,25x6x6,synthetic,3,200,100,500,4,Low,High,cartridge,170,02/04/2020,Hyderabad Logistics,Hyderabad,Telangana,South,Branch,36210 sqft,No,4390,57,3102455,1887000,7,19502640,Overstock
P026,KOL001,240,74,59,445,101412,A06,Grease Cartridge GC-5,Lubricants,All,Generic,All Models,180,310,72.2,18,0.45,25x6x6,synthetic,3,200,100,500,4,Low,High,cartridge,170,02/04/2020,Kolkata East Depot,Kolkata,West Bengal,East,Branch,29880 sqft,No,5981,49,2894770,1743000,6,18254160,Overstock
