product_id,branch_id,opening_stock,reorder_level,safety_stock,max_stock,current_stock,warehouse_bin,product_name,category,machine_type,brand,weight_kg,dimensions_cm,criticality_level,usage_frequency,unit_cost,branch_name,warehouse_type,warehouse_capacity,market_demand_index,inventory_value,total_stock_weight_kg,length_cm,width_cm,height_cm,unit_footprint_sqft,occupied_footprint_sqft,stock_share_pct
P012,DEL001,257,98,67,489,119923,D13,Brake Pad BP-40,Brakes,Loader,JCB,3.2,20x12x10,Medium,Medium,1800,Delhi Central,Central,45230 sqft,9,215861400,383753.60000000003,20,12,10,0.2583338500010333,30980.170293673917,3.646550125126571
P012,PUN001,177,68,52,308,112603,B05,Brake Pad BP-40,Brakes,Loader,JCB,3.2,20x12x10,Medium,Medium,1800,Pune Distribution,Regional,38750 sqft,8,202685400,360329.60000000003,20,12,10,0.2583338500010333,29089.166511666353,3.458043775948073
P012,KOL001,188,67,51,368,109625,F17,Brake Pad BP-40,Brakes,Loader,JCB,3.2,20x12x10,Medium,Medium,1800,Kolkata East Depot,Branch,29880 sqft,6,197325000,350800.0,20,12,10,0.2583338500010333,28319.848306363278,3.509341972370234
P012,CHN001,155,54,32,274,107886,A16,Brake Pad BP-40,Brakes,Loader,JCB,3.2,20x12x10,Medium,Medium,1800,Chennai South Hub,Regional,41890 sqft,8,194194800,345235.2,20,12,10,0.2583338500010333,27870.60574121148,3.335739871283715
P012,AHM001,103,32,24,156,106861,F11,Brake Pad BP-40,Brakes,Loader,JCB,3.2,20x12x10,Medium,Medium,1800,Ahmedabad West Hub,Service Hub,34120 sqft,7,192349800,341955.2,20,12,10,0.2583338500010333,27605.81354496042,3.3870450384660247
P012,HYD001,128,42,28,241,106209,F04,Brake Pad BP-40,Brakes,Loader,JCB,3.2,20x12x10,Medium,Medium,1800,Hyderabad Logistics,Branch,36210 sqft,7,191176200,339868.80000000005,20,12,10,0.2583338500010333,27437.379874759747,3.2727111374604005
P028,DEL001,207,81,58,353,106744,C01,Light Assembly LA-18,Electrical,Loader,Generic,1.4,22x16x14,Medium,Medium,1450,Delhi Central,Central,45230 sqft,9,154778800,149441.59999999998,22,16,14,0.37888964666818226,40444.19644394844,3.245810616449811
P028,PUN001,279,100,56,522,105401,B17,Light Assembly LA-18,Electrical,Loader,Generic,1.4,22x16x14,Medium,Medium,1450,Pune Distribution,Regional,38750 sqft,8,152831450,147561.4,22,16,14,0.37888964666818226,39935.34764847308,3.2368699948376407
P028,KOL001,254,76,75,437,104851,B09,Light Assembly LA-18,Electrical,Loader,Generic,1.4,22x16x14,Medium,Medium,1450,Kolkata East Depot,Branch,29880 sqft,6,152033950,146791.4,22,16,14,0.37888964666818226,39726.95834280558,3.3565155315392605
P028,CHN001,120,43,29,198,103464,E04,Light Assembly LA-18,Electrical,Loader,Generic,1.4,22x16x14,Medium,Medium,1450,Chennai South Hub,Regional,41890 sqft,8,150022800,144849.59999999998,22,16,14,0.37888964666818226,39201.43840287681,3.1990155353104046
P028,HYD001,129,47,37,199,102248,E08,Light Assembly LA-18,Electrical,Loader,Generic,1.4,22x16x14,Medium,Medium,1450,Hyderabad Logistics,Branch,36210 sqft,7,148259600,143147.19999999998,22,16,14,0.37888964666818226,38740.7085925283,3.1506573678600778
P028,AHM001,212,78,57,368,101538,F04,Light Assembly LA-18,Electrical,Loader,Generic,1.4,22x16x14,Medium,Medium,1450,Ahmedabad West Hub,Service Hub,34120 sqft,7,147230100,142153.19999999998,22,16,14,0.37888964666818226,38471.69694339389,3.218328287361743
P005,CHN001,172,68,40,336,114267,E05,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,1.2,20x12x12,High,Medium,6350,Chennai South Hub,Regional,41890 sqft,8,725595450,137120.4,20,12,12,0.2583338500010333,29519.034038068075,3.5330347577255274
P005,HYD001,178,62,51,341,112865,C13,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,1.2,20x12x12,High,Medium,6350,Hyderabad Logistics,Branch,36210 sqft,7,716692750,135438.0,20,12,12,0.2583338500010333,29156.849980366624,3.477808307483058
P005,DEL001,242,94,63,463,110862,E03,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,1.2,20x12x12,High,Medium,6350,Delhi Central,Central,45230 sqft,9,703973700,133034.4,20,12,12,0.2583338500010333,28639.407278814557,3.3710284096610486
P007,DEL001,205,79,59,383,119439,C04,Hydraulic Hose HH-60,Hydraulic,Crane,JCB,1.1,90x4x4,Medium,High,980,Delhi Central,Central,45230 sqft,9,117050220,131382.90000000002,90,4,4,0.38750077500155,46282.70506541013,3.6318329294213165
P005,PUN001,262,89,76,436,108488,B10,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,1.2,20x12x12,High,Medium,6350,Pune Distribution,Regional,38750 sqft,8,688898800,130185.59999999999,20,12,12,0.2583338500010333,28026.122718912102,3.331671919620743
P005,AHM001,106,37,29,175,108136,B06,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,1.2,20x12x12,High,Medium,6350,Ahmedabad West Hub,Service Hub,34120 sqft,7,686663600,129763.2,20,12,12,0.2583338500010333,27935.18920371174,3.427457185311405
P005,KOL001,215,83,43,357,104202,B19,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,1.2,20x12x12,High,Medium,6350,Kolkata East Depot,Branch,29880 sqft,6,661682700,125042.4,20,12,12,0.2583338500010333,26918.903837807673,3.3357395868179993
P007,HYD001,298,93,61,548,112543,C16,Hydraulic Hose HH-60,Hydraulic,Crane,JCB,1.1,90x4x4,Medium,High,980,Hyderabad Logistics,Branch,36210 sqft,7,110292140,123797.3,90,4,4,0.38750077500155,43610.49972099944,3.467886238861168
P007,PUN001,231,72,58,459,110464,C08,Hydraulic Hose HH-60,Hydraulic,Crane,JCB,1.1,90x4x4,Medium,High,980,Pune Distribution,Regional,38750 sqft,8,108254720,121510.40000000001,90,4,4,0.38750077500155,42804.88560977122,3.3923549786979734
P007,CHN001,230,77,46,434,108692,E17,Hydraulic Hose HH-60,Hydraulic,Crane,JCB,1.1,90x4x4,Medium,High,980,Chennai South Hub,Regional,41890 sqft,8,106518160,119561.20000000001,90,4,4,0.38750077500155,42118.234236468474,3.3606606796949516
P007,AHM001,146,50,38,267,106222,C13,Hydraulic Hose HH-60,Hydraulic,Crane,JCB,1.1,90x4x4,Medium,High,980,Ahmedabad West Hub,Service Hub,34120 sqft,7,104097560,116844.20000000001,90,4,4,0.38750077500155,41161.107322214644,3.3667914213411634
P007,KOL001,273,93,62,438,99463,C03,Hydraulic Hose HH-60,Hydraulic,Crane,JCB,1.1,90x4x4,Medium,High,980,Kolkata East Depot,Branch,29880 sqft,6,97473740,109409.3,90,4,4,0.38750077500155,38541.989583979164,3.1840335744388653
P020,CHN001,300,105,84,454,113260,F01,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,0.9,18x6x6,Medium,High,750,Chennai South Hub,Regional,41890 sqft,8,84945000,101934.0,18,6,6,0.116250232500465,13166.501333002665,3.50189920677005
P003,PUN001,218,72,44,359,118139,F09,Air Filter AF-120,Filters,Excavator,Komatsu,0.8,18x12x12,Medium,High,820,Pune Distribution,Regional,38750 sqft,8,96873980,94511.20000000001,18,12,12,0.23250046500093,27467.37243474487,3.628054613524768
P020,DEL001,91,31,24,140,104360,A07,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,0.9,18x6x6,Medium,High,750,Delhi Central,Central,45230 sqft,9,78270000,93924.0,18,6,6,0.116250232500465,12131.874263748527,3.1733193053726882
P020,PUN001,80,24,16,140,102734,E12,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,0.9,18x6x6,Medium,High,750,Pune Distribution,Regional,38750 sqft,8,77050500,92460.6,18,6,6,0.116250232500465,11942.851385702772,3.154966291113463
P020,AHM001,142,54,28,270,102706,F16,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,0.9,18x6x6,Medium,High,750,Ahmedabad West Hub,Service Hub,34120 sqft,7,77029500,92435.40000000001,18,6,6,0.116250232500465,11939.596379192759,3.255348983452256
P020,HYD001,161,64,46,273,102636,A15,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,0.9,18x6x6,Medium,High,750,Hyderabad Logistics,Branch,36210 sqft,7,76977000,92372.40000000001,18,6,6,0.116250232500465,11931.458862917725,3.1626131524106773
P020,KOL001,182,61,53,355,99570,D07,Pivot Pin PP-12,Pins & Bushes,Excavator,JCB,0.9,18x6x6,Medium,High,750,Kolkata East Depot,Branch,29880 sqft,6,74677500,89613.0,18,6,6,0.116250232500465,11575.0356500713,3.1874588842773477
P003,KOL001,234,80,52,386,110093,D02,Air Filter AF-120,Filters,Excavator,Komatsu,0.8,18x12x12,Medium,High,820,Kolkata East Depot,Branch,29880 sqft,6,90276260,88074.40000000001,18,12,12,0.23250046500093,25596.673693347388,3.524323701383409
P003,CHN001,191,62,39,365,107840,C09,Air Filter AF-120,Filters,Excavator,Komatsu,0.8,18x12x12,Medium,High,820,Chennai South Hub,Regional,41890 sqft,8,88428800,86272.0,18,12,12,0.23250046500093,25072.85014570029,3.334317591895481
P003,HYD001,272,95,72,422,106658,E12,Air Filter AF-120,Filters,Excavator,Komatsu,0.8,18x12x12,Medium,High,820,Hyderabad Logistics,Branch,36210 sqft,7,87459560,85326.40000000001,18,12,12,0.23250046500093,24798.034596069192,3.2865465685511714
P003,DEL001,113,44,31,190,104884,B07,Air Filter AF-120,Filters,Excavator,Komatsu,0.8,18x12x12,Medium,High,820,Delhi Central,Central,45230 sqft,9,86004880,83907.20000000001,18,12,12,0.23250046500093,24385.578771157543,3.189252798243667
P003,AHM001,238,82,48,475,102501,C06,Air Filter AF-120,Filters,Excavator,Komatsu,0.8,18x12x12,Medium,High,820,Ahmedabad West Hub,Service Hub,34120 sqft,7,84050820,82000.8,18,12,12,0.23250046500093,23831.530163060324,3.2488513441555478
P029,HYD001,192,76,55,324,112739,F08,Pressure Sensor PS-90,Sensors,Excavator,CAT,0.6,10x8x6,Medium,Medium,2750,Hyderabad Logistics,Branch,36210 sqft,7,310032250,67643.4,10,8,6,0.08611128333367778,9708.099971755499,3.473925758891884
P013,HYD001,233,86,52,412,111295,D06,Seal Kit SK-15,Seals,Excavator,CAT,0.6,15x10x6,Medium,High,950,Hyderabad Logistics,Branch,36210 sqft,7,105730250,66777.0,15,10,6,0.16145865625064584,17969.541147415628,3.42943051948192
P029,PUN001,115,40,28,225,109429,C10,Pressure Sensor PS-90,Sensors,Excavator,CAT,0.6,10x8x6,Medium,Medium,2750,Pune Distribution,Regional,38750 sqft,8,300929750,65657.4,10,8,6,0.08611128333367778,9423.071623921025,3.360570076802764
P029,DEL001,98,33,27,174,108622,E17,Pressure Sensor PS-90,Sensors,Excavator,CAT,0.6,10x8x6,Medium,Medium,2750,Delhi Central,Central,45230 sqft,9,298710500,65173.2,10,8,6,0.08611128333367778,9353.579818270748,3.302915768380531
P013,DEL001,126,48,27,249,108520,E18,Seal Kit SK-15,Seals,Excavator,CAT,0.6,15x10x6,Medium,High,950,Delhi Central,Central,45230 sqft,9,103094000,65112.0,15,10,6,0.16145865625064584,17521.493376320086,3.2998142106079356
P013,CHN001,156,56,45,307,106476,D08,Seal Kit SK-15,Seals,Excavator,CAT,0.6,15x10x6,Medium,High,950,Chennai South Hub,Regional,41890 sqft,8,101152200,63885.6,15,10,6,0.16145865625064584,17191.471882943766,3.292143916122619
P013,KOL001,129,44,26,233,105381,F03,Seal Kit SK-15,Seals,Excavator,CAT,0.6,15x10x6,Medium,High,950,Kolkata East Depot,Branch,29880 sqft,6,100111950,63228.6,15,10,6,0.16145865625064584,17014.67465434931,3.3734820195242663
P029,KOL001,150,57,40,299,105010,F06,Pressure Sensor PS-90,Sensors,Excavator,CAT,0.6,10x8x6,Medium,Medium,2750,Kolkata East Depot,Branch,29880 sqft,6,288777500,63006.0,10,8,6,0.08611128333367778,9042.545862869503,3.361605477934762
P013,PUN001,80,25,16,133,104221,F04,Seal Kit SK-15,Seals,Excavator,CAT,0.6,15x10x6,Medium,High,950,Pune Distribution,Regional,38750 sqft,8,99009950,62532.6,15,10,6,0.16145865625064584,16827.38261309856,3.200632135672088
P029,CHN001,97,33,27,173,101572,F11,Pressure Sensor PS-90,Sensors,Excavator,CAT,0.6,10x8x6,Medium,Medium,2750,Chennai South Hub,Regional,41890 sqft,8,279323000,60943.2,10,8,6,0.08611128333367778,8746.495270768319,3.140516565689983
P013,AHM001,84,25,22,150,98687,E04,Seal Kit SK-15,Seals,Excavator,CAT,0.6,15x10x6,Medium,High,950,Ahmedabad West Hub,Service Hub,34120 sqft,7,93752650,59212.2,15,10,6,0.16145865625064584,15933.870409407486,3.127963557435328
P029,AHM001,140,49,40,267,97606,D10,Pressure Sensor PS-90,Sensors,Excavator,CAT,0.6,10x8x6,Medium,Medium,2750,Ahmedabad West Hub,Service Hub,34120 sqft,7,268416500,58563.6,10,8,6,0.08611128333367778,8404.977921066953,3.093700396070735
P026,CHN001,113,36,33,181,108895,A03,Grease Cartridge GC-5,Lubricants,All,Generic,0.45,25x6x6,Low,High,180,Chennai South Hub,Regional,41890 sqft,8,19601100,49002.75,25,6,6,0.16145865625064584,17582.040372414078,3.3669372604734646
P026,HYD001,203,75,54,314,108348,E17,Grease Cartridge GC-5,Lubricants,All,Generic,0.45,25x6x6,Low,High,180,Hyderabad Logistics,Branch,36210 sqft,7,19502640,48756.6,25,6,6,0.16145865625064584,17493.722487444975,3.338622021877237
P002,HYD001,219,78,64,383,121013,A02,Engine Oil Filter OF-90,Filters,Loader,JCB,0.4,10x8x8,Medium,High,450,Hyderabad Logistics,Branch,36210 sqft,7,54455850,48405.200000000004,10,8,8,0.08611128333367778,10420.584730058348,3.72887978304565
P026,PUN001,112,36,33,189,105190,B09,Grease Cartridge GC-5,Lubricants,All,Generic,0.45,25x6x6,Low,High,180,Pune Distribution,Regional,38750 sqft,8,18934200,47335.5,25,6,6,0.16145865625064584,16983.836051005437,3.2303901742580376
P026,AHM001,263,89,65,445,103793,E03,Grease Cartridge GC-5,Lubricants,All,Generic,0.45,25x6x6,Low,High,180,Ahmedabad West Hub,Service Hub,34120 sqft,7,18682740,46706.85,25,6,6,0.16145865625064584,16758.278308223285,3.289802319625533
P026,DEL001,96,28,22,186,103678,C13,Grease Cartridge GC-5,Lubricants,All,Generic,0.45,25x6x6,Low,High,180,Delhi Central,Central,45230 sqft,9,18662040,46655.1,25,6,6,0.16145865625064584,16739.71056275446,3.1525814386971023
P026,KOL001,240,74,59,445,101412,A06,Grease Cartridge GC-5,Lubricants,All,Generic,0.45,25x6x6,Low,High,180,Kolkata East Depot,Branch,29880 sqft,6,18254160,45635.4,25,6,6,0.16145865625064584,16373.845247690497,3.2464254330856117
P002,AHM001,102,36,27,179,110279,E04,Engine Oil Filter OF-90,Filters,Loader,JCB,0.4,10x8x8,Medium,High,450,Ahmedabad West Hub,Service Hub,34120 sqft,7,49625550,44111.600000000006,10,8,8,0.08611128333367778,9496.26621475465,3.4953812878130908
P002,DEL001,166,57,35,261,108628,A06,Engine Oil Filter OF-90,Filters,Loader,JCB,0.4,10x8x8,Medium,High,450,Delhi Central,Central,45230 sqft,9,48882600,43451.200000000004,10,8,8,0.08611128333367778,9354.09648597075,3.3030982129553896
P002,KOL001,288,105,73,511,107584,F18,Engine Oil Filter OF-90,Filters,Loader,JCB,0.4,10x8x8,Medium,High,450,Kolkata East Depot,Branch,29880 sqft,6,48412800,43033.600000000006,10,8,8,0.08611128333367778,9264.19630617039,3.444004987507223
P002,CHN001,267,102,76,465,105885,B04,Engine Oil Filter OF-90,Filters,Loader,JCB,0.4,10x8x8,Medium,High,450,Chennai South Hub,Regional,41890 sqft,8,47648250,42354.0,10,8,8,0.08611128333367778,9117.89323578647,3.273870717895521
P002,PUN001,113,41,27,180,101623,E01,Engine Oil Filter OF-90,Filters,Loader,JCB,0.4,10x8x8,Medium,High,450,Pune Distribution,Regional,38750 sqft,8,45730350,40649.200000000004,10,8,8,0.08611128333367778,8750.886946218337,3.1208474254075913
P008,AHM001,259,85,57,430,109281,D10,Bucket Tooth BT-10,Attachments,Excavator,Komatsu,0.3,12x6x4,Low,High,340,Ahmedabad West Hub,Service Hub,34120 sqft,7,37155540,32784.299999999996,12,6,4,0.07750015500031,8469.294438588877,3.4637488779686287
P008,CHN001,265,104,75,477,108381,A08,Bucket Tooth BT-10,Attachments,Excavator,Komatsu,0.3,12x6x4,Low,High,340,Chennai South Hub,Regional,41890 sqft,8,36849540,32514.3,12,6,4,0.07750015500031,8399.544299088599,3.3510448342658026
P008,DEL001,298,116,69,572,106667,C16,Bucket Tooth BT-10,Attachments,Excavator,Komatsu,0.3,12x6x4,Low,High,340,Delhi Central,Central,45230 sqft,9,36266780,32000.1,12,6,4,0.07750015500031,8266.709033418067,3.243469244405793
P008,HYD001,270,93,75,467,101753,A08,Bucket Tooth BT-10,Attachments,Excavator,Komatsu,0.3,12x6x4,Low,High,340,Hyderabad Logistics,Branch,36210 sqft,7,34596020,30525.899999999998,12,6,4,0.07750015500031,7885.873271746544,3.135404498394751
P008,KOL001,135,43,30,262,99461,D04,Bucket Tooth BT-10,Attachments,Excavator,Komatsu,0.3,12x6x4,Low,High,340,Kolkata East Depot,Branch,29880 sqft,6,33816740,29838.3,12,6,4,0.07750015500031,7708.242916485833,3.1839695499559033
P008,PUN001,86,33,17,147,99151,D12,Bucket Tooth BT-10,Attachments,Excavator,Komatsu,0.3,12x6x4,Low,High,340,Pune Distribution,Regional,38750 sqft,8,33711340,29745.3,12,6,4,0.07750015500031,7684.217868435737,3.044932181460773
P017,HYD001,88,26,23,172,117058,F05,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,0.25,80x3x3,Medium,High,320,Hyderabad Logistics,Branch,36210 sqft,7,37458560,29264.5,80,3,3,0.2583338500010333,30240.043813420958,3.6070108967115737
P017,DEL001,243,93,72,479,112971,B15,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,0.25,80x3x3,Medium,High,320,Delhi Central,Central,45230 sqft,9,36150720,28242.75,80,3,3,0.2583338500010333,29184.233368466736,3.4351576777238213
P017,AHM001,276,99,82,542,109921,E01,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,0.25,80x3x3,Medium,High,320,Ahmedabad West Hub,Service Hub,34120 sqft,7,35174720,27480.25,80,3,3,0.2583338500010333,28396.31512596358,3.484034190894937
P017,KOL001,208,72,56,344,108003,B06,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,0.25,80x3x3,Medium,High,320,Kolkata East Depot,Branch,29880 sqft,6,34560960,27000.75,80,3,3,0.2583338500010333,27900.830801661603,3.4574181166878217
P017,CHN001,178,59,45,300,106266,C15,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,0.25,80x3x3,Medium,High,320,Chennai South Hub,Regional,41890 sqft,8,34005120,26566.5,80,3,3,0.2583338500010333,27452.104904209806,3.285650901524158
P017,PUN001,206,63,56,331,104847,F06,Fan Belt FB-30,Belts,Excavator,Tata Hitachi,0.25,80x3x3,Medium,High,320,Pune Distribution,Regional,38750 sqft,8,33551040,26211.75,80,3,3,0.2583338500010333,27085.52917105834,3.219856627059915
P027,PUN001,214,70,58,376,112683,C02,O-Ring Set OR-50,Seals,All,Generic,0.2,8x8x4,Low,High,260,Pune Distribution,Regional,38750 sqft,8,29297580,22536.600000000002,8,8,4,0.06888902666694223,7762.622191911051,3.460500579959297
P027,AHM001,151,51,33,294,108337,F10,O-Ring Set OR-50,Seals,All,Generic,0.2,8x8x4,Low,High,260,Ahmedabad West Hub,Service Hub,34120 sqft,7,28167620,21667.4,8,8,4,0.06888902666694223,7463.23048201652,3.433828041402324
P027,DEL001,98,31,26,193,106775,C04,O-Ring Set OR-50,Seals,All,Generic,0.2,8x8x4,Low,High,260,Delhi Central,Central,45230 sqft,9,27761500,21355.0,8,8,4,0.06888902666694223,7355.6258223627565,3.2467532467532463
P027,HYD001,123,46,29,211,104746,B02,O-Ring Set OR-50,Seals,All,Generic,0.2,8x8x4,Low,High,260,Hyderabad Logistics,Branch,36210 sqft,7,27233960,20949.2,8,8,4,0.06888902666694223,7215.849987255531,3.2276304343739897
P027,KOL001,210,79,54,385,100477,F20,O-Ring Set OR-50,Seals,All,Generic,0.2,8x8x4,Low,High,260,Kolkata East Depot,Branch,29880 sqft,6,26124020,20095.4,8,8,4,0.06888902666694223,6921.762732414354,3.216493987300744
P027,CHN001,84,33,19,133,97973,F12,O-Ring Set OR-50,Seals,All,Generic,0.2,8x8x4,Low,High,260,Chennai South Hub,Regional,41890 sqft,8,25472980,19594.600000000002,8,8,4,0.06888902666694223,6749.264609640331,3.0292386631192136
